page_id,access_count,classification,target_node,result
21303,12,cold,1,simulated
21304,8,hot,0,simulated
21305,13,cold,1,simulated
21306,8,cold,1,simulated
21307,8,cold,1,simulated
21308,16,cold,1,simulated
21309,7,cold,1,simulated
21310,5,cold,1,simulated
21311,14,cold,1,simulated
21312,9,cold,1,simulated
21313,20,cold,1,simulated
21314,10,cold,1,simulated
21315,11,cold,1,simulated
21316,10,cold,1,simulated
21317,9,cold,1,simulated
21318,5,cold,1,simulated
21319,11,cold,1,simulated
21320,7,cold,1,simulated
21321,10,cold,1,simulated
21322,11,cold,1,simulated
21323,9,cold,1,simulated
21324,10,cold,1,simulated
21325,13,cold,1,simulated
21326,6,hot,0,simulated
21327,6,cold,1,simulated
21328,7,cold,1,simulated
21329,12,cold,1,simulated
21330,6,cold,1,simulated
21331,8,cold,1,simulated
21332,12,cold,1,simulated
21333,8,cold,1,simulated
21334,16,hot,0,simulated
21335,7,cold,1,simulated
21336,5,cold,1,simulated
21337,5,cold,1,simulated
21338,12,cold,1,simulated
21339,10,cold,1,simulated
21340,9,cold,1,simulated
21341,12,cold,1,simulated
21342,9,cold,1,simulated
21343,9,cold,1,simulated
21344,10,cold,1,simulated
21345,10,cold,1,simulated
21346,11,cold,1,simulated
21347,11,cold,1,simulated
21348,16,cold,1,simulated
21349,7,cold,1,simulated
21350,12,cold,1,simulated
21351,6,cold,1,simulated
21352,9,cold,1,simulated
21353,13,cold,1,simulated
21354,7,cold,1,simulated
21355,8,cold,1,simulated
21356,6,cold,1,simulated
21357,21,cold,1,simulated
21358,11,cold,1,simulated
21359,14,cold,1,simulated
21360,11,cold,1,simulated
21361,8,cold,1,simulated
21362,9,cold,1,simulated
21363,11,cold,1,simulated
21364,10,cold,1,simulated
21365,9,cold,1,simulated
21366,12,cold,1,simulated
21367,7,cold,1,simulated
21368,10,cold,1,simulated
21369,12,cold,1,simulated
21370,9,cold,1,simulated
21371,9,cold,1,simulated
21372,12,cold,1,simulated
21373,6,cold,1,simulated
21374,9,cold,1,simulated
21375,7,cold,1,simulated
21376,8,cold,1,simulated
21377,11,cold,1,simulated
21378,7,cold,1,simulated
21379,14,hot,0,simulated
21380,8,cold,1,simulated
21381,7,cold,1,simulated
21382,8,cold,1,simulated
21383,10,cold,1,simulated
21384,13,cold,1,simulated
21385,13,hot,0,simulated
21386,10,cold,1,simulated
21387,11,cold,1,simulated
21388,11,cold,1,simulated
21389,11,cold,1,simulated
21390,12,cold,1,simulated
21391,6,cold,1,simulated
21392,10,cold,1,simulated
21393,10,cold,1,simulated
21394,13,cold,1,simulated
21395,9,cold,1,simulated
21396,6,cold,1,simulated
21397,8,cold,1,simulated
21398,12,cold,1,simulated
21399,11,cold,1,simulated
21400,7,cold,1,simulated
21401,9,cold,1,simulated
21402,8,cold,1,simulated
21403,11,cold,1,simulated
21404,15,cold,1,simulated
21405,10,cold,1,simulated
21406,5,cold,1,simulated
21407,10,cold,1,simulated
21408,8,cold,1,simulated
21409,6,cold,1,simulated
21410,9,cold,1,simulated
21411,9,cold,1,simulated
21412,9,cold,1,simulated
21413,9,cold,1,simulated
21414,16,hot,0,simulated
21415,10,cold,1,simulated
21416,10,cold,1,simulated
21417,8,cold,1,simulated
21418,6,cold,1,simulated
21419,6,cold,1,simulated
21420,6,cold,1,simulated
21421,11,cold,1,simulated
21422,15,cold,1,simulated
21423,6,cold,1,simulated
21424,11,cold,1,simulated
21425,12,cold,1,simulated
21426,7,cold,1,simulated
21427,18,cold,1,simulated
21428,8,cold,1,simulated
21429,7,cold,1,simulated
21430,5,cold,1,simulated
21431,8,cold,1,simulated
21432,11,cold,1,simulated
21433,7,cold,1,simulated
21434,9,cold,1,simulated
21435,8,cold,1,simulated
21436,10,cold,1,simulated
21437,10,cold,1,simulated
21438,10,cold,1,simulated
21439,11,cold,1,simulated
21440,4,cold,1,simulated
21441,14,cold,1,simulated
21442,15,cold,1,simulated
21443,6,cold,1,simulated
21444,6,cold,1,simulated
21445,11,cold,1,simulated
21446,11,cold,1,simulated
21447,5,cold,1,simulated
21448,11,hot,0,simulated
21449,11,cold,1,simulated
21450,14,cold,1,simulated
21451,4,cold,1,simulated
21452,13,hot,0,simulated
21453,15,cold,1,simulated
21454,12,cold,1,simulated
21455,10,cold,1,simulated
21456,10,cold,1,simulated
21457,10,cold,1,simulated
21458,12,cold,1,simulated
21459,6,cold,1,simulated
21460,3,hot,0,simulated
21461,7,cold,1,simulated
21462,15,cold,1,simulated
21463,15,cold,1,simulated
21464,5,cold,1,simulated
21465,15,cold,1,simulated
21466,3,cold,1,simulated
21467,9,cold,1,simulated
21468,9,cold,1,simulated
21469,9,cold,1,simulated
21470,14,cold,1,simulated
21471,7,cold,1,simulated
21472,10,cold,1,simulated
21473,13,cold,1,simulated
21474,9,cold,1,simulated
21475,12,cold,1,simulated
21476,12,cold,1,simulated
21477,12,cold,1,simulated
21478,14,cold,1,simulated
21479,10,cold,1,simulated
21480,8,cold,1,simulated
21481,10,cold,1,simulated
21482,6,cold,1,simulated
21483,11,cold,1,simulated
21484,10,cold,1,simulated
21485,16,cold,1,simulated
21486,10,cold,1,simulated
21487,8,cold,1,simulated
21488,15,cold,1,simulated
21489,7,cold,1,simulated
21490,10,cold,1,simulated
21491,10,cold,1,simulated
21492,9,cold,1,simulated
21493,13,cold,1,simulated
21494,12,cold,1,simulated
21495,4,cold,1,simulated
21496,13,cold,1,simulated
21497,8,cold,1,simulated
21498,17,cold,1,simulated
21499,12,cold,1,simulated
21500,7,cold,1,simulated
21501,8,cold,1,simulated
21502,11,cold,1,simulated
21503,12,cold,1,simulated
21504,11,cold,1,simulated
21505,11,cold,1,simulated
21506,12,cold,1,simulated
21507,9,cold,1,simulated
21508,9,cold,1,simulated
21509,12,cold,1,simulated
21510,8,cold,1,simulated
21511,10,hot,0,simulated
21512,10,cold,1,simulated
21513,11,cold,1,simulated
21514,6,cold,1,simulated
21515,9,cold,1,simulated
21516,16,cold,1,simulated
21517,7,cold,1,simulated
21518,6,cold,1,simulated
21519,7,cold,1,simulated
21520,8,cold,1,simulated
21521,8,cold,1,simulated
21522,7,cold,1,simulated
21523,9,cold,1,simulated
21524,10,cold,1,simulated
21525,8,cold,1,simulated
21526,11,cold,1,simulated
21527,13,cold,1,simulated
21528,10,hot,0,simulated
21529,13,cold,1,simulated
21530,9,cold,1,simulated
21531,10,cold,1,simulated
21532,8,cold,1,simulated
21533,12,cold,1,simulated
21534,9,hot,0,simulated
21535,16,cold,1,simulated
21536,11,cold,1,simulated
21537,9,cold,1,simulated
21538,7,cold,1,simulated
21539,9,cold,1,simulated
21540,8,cold,1,simulated
21541,7,cold,1,simulated
21542,11,hot,0,simulated
21543,10,cold,1,simulated
21544,11,cold,1,simulated
21545,12,hot,0,simulated
21546,9,cold,1,simulated
21547,9,cold,1,simulated
21548,16,cold,1,simulated
21549,10,cold,1,simulated
21550,7,cold,1,simulated
21551,8,cold,1,simulated
21552,14,cold,1,simulated
21553,5,cold,1,simulated
21554,9,cold,1,simulated
21555,8,cold,1,simulated
21556,13,cold,1,simulated
21557,12,cold,1,simulated
21558,6,cold,1,simulated
21559,14,cold,1,simulated
21560,9,cold,1,simulated
21561,5,cold,1,simulated
21562,10,cold,1,simulated
21563,9,cold,1,simulated
21564,13,cold,1,simulated
21565,6,cold,1,simulated
21566,11,cold,1,simulated
21567,16,cold,1,simulated
21568,11,cold,1,simulated
21569,5,cold,1,simulated
21570,9,hot,0,simulated
21571,11,cold,1,simulated
21572,11,cold,1,simulated
21573,10,cold,1,simulated
21574,13,cold,1,simulated
21575,6,cold,1,simulated
21576,7,cold,1,simulated
21577,8,cold,1,simulated
21578,8,cold,1,simulated
21579,6,cold,1,simulated
21580,4,cold,1,simulated
21581,9,cold,1,simulated
21582,9,cold,1,simulated
21583,6,cold,1,simulated
21584,16,cold,1,simulated
21585,9,cold,1,simulated
21586,8,cold,1,simulated
21587,7,cold,1,simulated
21588,14,cold,1,simulated
21589,8,cold,1,simulated
21590,11,cold,1,simulated
21591,14,cold,1,simulated
21592,19,cold,1,simulated
21593,13,cold,1,simulated
21594,9,cold,1,simulated
21595,10,cold,1,simulated
21596,10,cold,1,simulated
21597,10,cold,1,simulated
21598,5,cold,1,simulated
21599,7,cold,1,simulated
21600,15,cold,1,simulated
21601,10,cold,1,simulated
21602,11,cold,1,simulated
21603,8,cold,1,simulated
21604,17,cold,1,simulated
21605,11,cold,1,simulated
21606,12,cold,1,simulated
21607,4,cold,1,simulated
21608,10,cold,1,simulated
21609,15,cold,1,simulated
21610,5,cold,1,simulated
21611,11,cold,1,simulated
21612,8,hot,0,simulated
21613,12,cold,1,simulated
21614,10,cold,1,simulated
21615,16,cold,1,simulated
21616,14,hot,0,simulated
21617,16,cold,1,simulated
21618,12,cold,1,simulated
21619,5,cold,1,simulated
21620,5,cold,1,simulated
21621,19,cold,1,simulated
21622,5,cold,1,simulated
21623,4,cold,1,simulated
21624,8,cold,1,simulated
21625,4,cold,1,simulated
21626,6,cold,1,simulated
21627,7,cold,1,simulated
21628,11,hot,0,simulated
21629,12,cold,1,simulated
21630,9,cold,1,simulated
21631,10,cold,1,simulated
21632,13,cold,1,simulated
21633,10,cold,1,simulated
21634,11,cold,1,simulated
21635,13,cold,1,simulated
21636,9,cold,1,simulated
21637,8,cold,1,simulated
21638,9,cold,1,simulated
21639,9,cold,1,simulated
21640,8,cold,1,simulated
21641,10,hot,0,simulated
21642,10,cold,1,simulated
21643,12,cold,1,simulated
21644,8,cold,1,simulated
21645,10,cold,1,simulated
21646,2,cold,1,simulated
21647,7,hot,0,simulated
21648,12,hot,0,simulated
21649,12,cold,1,simulated
21650,8,cold,1,simulated
21651,9,cold,1,simulated
21652,13,cold,1,simulated
21653,6,hot,0,simulated
21654,12,cold,1,simulated
21655,8,cold,1,simulated
21656,5,cold,1,simulated
21657,11,cold,1,simulated
21658,11,hot,0,simulated
21659,9,cold,1,simulated
21660,10,cold,1,simulated
21661,9,cold,1,simulated
21662,6,cold,1,simulated
21663,7,cold,1,simulated
21664,8,cold,1,simulated
21665,8,cold,1,simulated
21666,6,cold,1,simulated
21667,8,hot,0,simulated
21668,13,cold,1,simulated
21669,11,cold,1,simulated
21670,10,cold,1,simulated
21671,7,hot,0,simulated
21672,14,cold,1,simulated
21673,8,cold,1,simulated
21674,8,cold,1,simulated
21675,6,cold,1,simulated
21676,6,cold,1,simulated
21677,6,cold,1,simulated
21678,11,cold,1,simulated
21679,7,cold,1,simulated
21680,9,cold,1,simulated
21681,11,cold,1,simulated
21682,7,cold,1,simulated
21683,16,cold,1,simulated
21684,12,cold,1,simulated
21685,8,cold,1,simulated
21686,11,cold,1,simulated
21687,6,cold,1,simulated
21688,6,cold,1,simulated
21689,14,cold,1,simulated
21690,9,cold,1,simulated
21691,13,cold,1,simulated
21692,14,cold,1,simulated
21693,11,cold,1,simulated
21694,12,cold,1,simulated
21695,20,cold,1,simulated
21696,6,cold,1,simulated
21697,6,cold,1,simulated
21698,10,cold,1,simulated
21699,11,cold,1,simulated
21700,9,cold,1,simulated
21701,9,cold,1,simulated
21702,7,cold,1,simulated
21703,3,cold,1,simulated
21704,6,cold,1,simulated
21705,12,cold,1,simulated
21706,9,cold,1,simulated
21707,9,cold,1,simulated
21708,9,hot,0,simulated
21709,7,hot,0,simulated
21710,10,cold,1,simulated
21711,11,cold,1,simulated
21712,9,cold,1,simulated
21713,9,cold,1,simulated
21714,7,cold,1,simulated
21715,9,cold,1,simulated
21716,18,cold,1,simulated
21717,10,cold,1,simulated
21718,6,cold,1,simulated
21719,16,cold,1,simulated
21720,10,hot,0,simulated
21721,10,cold,1,simulated
21722,4,cold,1,simulated
21723,15,cold,1,simulated
21724,11,cold,1,simulated
21725,12,cold,1,simulated
21726,7,cold,1,simulated
21727,18,hot,0,simulated
21728,11,cold,1,simulated
21729,7,cold,1,simulated
21730,5,cold,1,simulated
21731,9,cold,1,simulated
21732,8,cold,1,simulated
21733,12,cold,1,simulated
21734,14,cold,1,simulated
21735,9,hot,0,simulated
21736,12,cold,1,simulated
21737,14,cold,1,simulated
21738,11,cold,1,simulated
21739,6,cold,1,simulated
21740,10,cold,1,simulated
21741,12,cold,1,simulated
21742,24,cold,1,simulated
21743,16,cold,1,simulated
21744,7,cold,1,simulated
21745,9,cold,1,simulated
21746,10,cold,1,simulated
21747,7,cold,1,simulated
21748,14,cold,1,simulated
21749,6,cold,1,simulated
21750,15,cold,1,simulated
21751,7,cold,1,simulated
21752,13,cold,1,simulated
21753,13,cold,1,simulated
21754,6,cold,1,simulated
21755,13,cold,1,simulated
21756,9,cold,1,simulated
21757,3,cold,1,simulated
21758,17,cold,1,simulated
21759,6,hot,0,simulated
21760,12,cold,1,simulated
21761,9,hot,0,simulated
21762,7,cold,1,simulated
21763,17,cold,1,simulated
21764,10,cold,1,simulated
21765,9,hot,0,simulated
21766,9,cold,1,simulated
21767,8,hot,0,simulated
21768,6,cold,1,simulated
21769,5,cold,1,simulated
21770,10,cold,1,simulated
21771,13,cold,1,simulated
21772,12,cold,1,simulated
21773,13,cold,1,simulated
21774,13,cold,1,simulated
21775,9,cold,1,simulated
21776,17,cold,1,simulated
21777,10,cold,1,simulated
21778,12,cold,1,simulated
21779,12,cold,1,simulated
21780,12,cold,1,simulated
21781,14,cold,1,simulated
21782,13,cold,1,simulated
21783,11,cold,1,simulated
21784,8,hot,0,simulated
21785,13,cold,1,simulated
21786,10,cold,1,simulated
21787,8,cold,1,simulated
21788,11,cold,1,simulated
21789,13,cold,1,simulated
21790,6,cold,1,simulated
21791,11,cold,1,simulated
21792,11,cold,1,simulated
21793,4,cold,1,simulated
21794,12,cold,1,simulated
21795,10,cold,1,simulated
21796,11,cold,1,simulated
21797,8,cold,1,simulated
21798,14,cold,1,simulated
21799,16,hot,0,simulated
21800,15,hot,0,simulated
21801,14,cold,1,simulated
21802,8,cold,1,simulated
21803,6,cold,1,simulated
21804,14,cold,1,simulated
21805,5,cold,1,simulated
21806,11,cold,1,simulated
21807,10,hot,0,simulated
21808,8,cold,1,simulated
21809,10,cold,1,simulated
21810,12,cold,1,simulated
21811,9,cold,1,simulated
21812,8,cold,1,simulated
21813,4,cold,1,simulated
21814,8,cold,1,simulated
21815,11,cold,1,simulated
21816,17,cold,1,simulated
21817,2,cold,1,simulated
21818,12,hot,0,simulated
21819,11,cold,1,simulated
21820,5,cold,1,simulated
21821,14,cold,1,simulated
21822,9,cold,1,simulated
21823,8,cold,1,simulated
21824,9,cold,1,simulated
21825,14,cold,1,simulated
21826,9,cold,1,simulated
21827,9,cold,1,simulated
21828,6,cold,1,simulated
21829,14,cold,1,simulated
21830,7,cold,1,simulated
21831,7,cold,1,simulated
21832,5,cold,1,simulated
21833,7,cold,1,simulated
21834,11,cold,1,simulated
21835,8,cold,1,simulated
21836,10,cold,1,simulated
21837,9,cold,1,simulated
21838,12,hot,0,simulated
21839,11,hot,0,simulated
21840,7,cold,1,simulated
21841,15,cold,1,simulated
21842,10,cold,1,simulated
21843,11,cold,1,simulated
21844,6,cold,1,simulated
21845,9,cold,1,simulated
21846,13,cold,1,simulated
21847,11,cold,1,simulated
21848,14,cold,1,simulated
21849,10,cold,1,simulated
21850,14,cold,1,simulated
21851,7,cold,1,simulated
21852,6,cold,1,simulated
21853,14,cold,1,simulated
21854,11,cold,1,simulated
21855,12,cold,1,simulated
21856,11,hot,0,simulated
21857,9,cold,1,simulated
21858,8,cold,1,simulated
21859,14,cold,1,simulated
21860,8,cold,1,simulated
21861,8,cold,1,simulated
21862,13,cold,1,simulated
21863,7,cold,1,simulated
21864,8,cold,1,simulated
21865,9,hot,0,simulated
21866,7,cold,1,simulated
21867,15,cold,1,simulated
21868,9,cold,1,simulated
21869,7,hot,0,simulated
21870,7,cold,1,simulated
21871,3,cold,1,simulated
21872,5,cold,1,simulated
21873,11,cold,1,simulated
21874,7,cold,1,simulated
21875,15,cold,1,simulated
21876,5,cold,1,simulated
21877,7,cold,1,simulated
21878,7,cold,1,simulated
21879,6,cold,1,simulated
21880,9,cold,1,simulated
21881,10,cold,1,simulated
21882,12,cold,1,simulated
21883,10,cold,1,simulated
21884,15,cold,1,simulated
21885,11,cold,1,simulated
21886,14,hot,0,simulated
21887,8,cold,1,simulated
21888,9,cold,1,simulated
21889,10,cold,1,simulated
21890,8,cold,1,simulated
21891,5,cold,1,simulated
21892,8,cold,1,simulated
21893,10,cold,1,simulated
21894,6,cold,1,simulated
21895,7,cold,1,simulated
21896,11,cold,1,simulated
21897,10,cold,1,simulated
21898,8,cold,1,simulated
21899,7,cold,1,simulated
21900,12,cold,1,simulated
21901,8,cold,1,simulated
21902,6,cold,1,simulated
21903,11,cold,1,simulated
21904,7,cold,1,simulated
21905,7,hot,0,simulated
21906,9,cold,1,simulated
21907,9,cold,1,simulated
21908,12,cold,1,simulated
21909,10,cold,1,simulated
21910,11,cold,1,simulated
21911,7,cold,1,simulated
21912,14,cold,1,simulated
21913,3,cold,1,simulated
21914,6,cold,1,simulated
21915,13,cold,1,simulated
21916,10,cold,1,simulated
21917,16,cold,1,simulated
21918,9,cold,1,simulated
21919,11,cold,1,simulated
21920,10,cold,1,simulated
21921,13,cold,1,simulated
21922,8,cold,1,simulated
21923,7,cold,1,simulated
21924,7,cold,1,simulated
21925,9,cold,1,simulated
21926,10,hot,0,simulated
21927,15,cold,1,simulated
21928,4,cold,1,simulated
21929,7,cold,1,simulated
21930,12,cold,1,simulated
21931,11,cold,1,simulated
21932,6,cold,1,simulated
21933,9,cold,1,simulated
21934,5,hot,0,simulated
21935,14,cold,1,simulated
21936,13,cold,1,simulated
21937,11,cold,1,simulated
21938,7,cold,1,simulated
21939,8,cold,1,simulated
21940,11,cold,1,simulated
21941,5,cold,1,simulated
21942,9,hot,0,simulated
21943,10,cold,1,simulated
21944,7,cold,1,simulated
21945,15,cold,1,simulated
21946,14,cold,1,simulated
21947,10,cold,1,simulated
21948,9,cold,1,simulated
21949,9,cold,1,simulated
21950,6,cold,1,simulated
21951,7,cold,1,simulated
21952,4,cold,1,simulated
21953,15,cold,1,simulated
21954,7,cold,1,simulated
21955,7,cold,1,simulated
21956,5,cold,1,simulated
21957,14,cold,1,simulated
21958,8,cold,1,simulated
21959,10,cold,1,simulated
21960,6,cold,1,simulated
21961,9,cold,1,simulated
21962,11,cold,1,simulated
21963,13,cold,1,simulated
21964,14,cold,1,simulated
21965,7,cold,1,simulated
21966,13,cold,1,simulated
21967,6,cold,1,simulated
21968,6,cold,1,simulated
21969,10,cold,1,simulated
21970,6,cold,1,simulated
21971,5,hot,0,simulated
21972,7,cold,1,simulated
21973,9,cold,1,simulated
21974,10,hot,0,simulated
21975,6,cold,1,simulated
21976,5,cold,1,simulated
21977,9,cold,1,simulated
21978,10,cold,1,simulated
21979,14,cold,1,simulated
21980,16,cold,1,simulated
21981,12,cold,1,simulated
21982,7,cold,1,simulated
21983,10,cold,1,simulated
21984,10,cold,1,simulated
21985,8,cold,1,simulated
21986,13,cold,1,simulated
21987,11,cold,1,simulated
21988,16,cold,1,simulated
21989,15,cold,1,simulated
21990,8,cold,1,simulated
21991,7,cold,1,simulated
21992,13,cold,1,simulated
21993,8,hot,0,simulated
21994,13,cold,1,simulated
21995,15,hot,0,simulated
21996,9,cold,1,simulated
21997,7,cold,1,simulated
21998,16,cold,1,simulated
21999,15,cold,1,simulated
22000,7,cold,1,simulated
22001,5,cold,1,simulated
22002,12,cold,1,simulated
22003,10,hot,0,simulated
22004,15,cold,1,simulated
22005,14,cold,1,simulated
22006,14,hot,0,simulated
22007,11,cold,1,simulated
22008,7,cold,1,simulated
22009,10,cold,1,simulated
22010,12,cold,1,simulated
22011,17,cold,1,simulated
22012,10,cold,1,simulated
22013,2,cold,1,simulated
22014,7,cold,1,simulated
22015,4,cold,1,simulated
22016,4,cold,1,simulated
22017,8,cold,1,simulated
22018,9,cold,1,simulated
22019,9,cold,1,simulated
22020,11,cold,1,simulated
22021,9,cold,1,simulated
22022,7,cold,1,simulated
22023,12,cold,1,simulated
22024,15,cold,1,simulated
22025,10,cold,1,simulated
22026,16,cold,1,simulated
22027,11,cold,1,simulated
22028,8,cold,1,simulated
22029,5,cold,1,simulated
22030,12,cold,1,simulated
22031,18,cold,1,simulated
22032,8,cold,1,simulated
22033,13,cold,1,simulated
22034,11,cold,1,simulated
22035,13,cold,1,simulated
22036,14,cold,1,simulated
22037,8,cold,1,simulated
22038,10,cold,1,simulated
22039,8,cold,1,simulated
22040,12,cold,1,simulated
22041,10,cold,1,simulated
22042,6,cold,1,simulated
22043,10,hot,0,simulated
22044,12,cold,1,simulated
22045,11,cold,1,simulated
22046,10,cold,1,simulated
22047,8,cold,1,simulated
22048,11,cold,1,simulated
22049,8,cold,1,simulated
22050,10,cold,1,simulated
22051,9,cold,1,simulated
22052,15,cold,1,simulated
22053,9,cold,1,simulated
22054,14,cold,1,simulated
22055,14,cold,1,simulated
22056,9,cold,1,simulated
22057,10,cold,1,simulated
22058,7,cold,1,simulated
22059,9,cold,1,simulated
22060,10,cold,1,simulated
22061,15,cold,1,simulated
22062,15,hot,0,simulated
22063,11,cold,1,simulated
22064,10,cold,1,simulated
22065,13,cold,1,simulated
22066,8,cold,1,simulated
22067,16,cold,1,simulated
22068,11,cold,1,simulated
22069,3,cold,1,simulated
22070,5,cold,1,simulated
22071,16,cold,1,simulated
22072,8,cold,1,simulated
22073,12,cold,1,simulated
22074,12,hot,0,simulated
22075,10,cold,1,simulated
22076,6,cold,1,simulated
22077,9,cold,1,simulated
22078,6,cold,1,simulated
22079,13,cold,1,simulated
22080,10,cold,1,simulated
22081,15,cold,1,simulated
22082,8,cold,1,simulated
22083,11,cold,1,simulated
22084,11,cold,1,simulated
22085,15,cold,1,simulated
22086,15,cold,1,simulated
22087,7,cold,1,simulated
22088,17,cold,1,simulated
22089,16,cold,1,simulated
22090,9,cold,1,simulated
22091,6,cold,1,simulated
22092,9,cold,1,simulated
22093,11,cold,1,simulated
22094,8,cold,1,simulated
22095,12,cold,1,simulated
22096,4,cold,1,simulated
22097,13,cold,1,simulated
22098,8,cold,1,simulated
22099,7,cold,1,simulated
22100,8,cold,1,simulated
22101,11,cold,1,simulated
22102,13,cold,1,simulated
22103,14,cold,1,simulated
22104,9,cold,1,simulated
22105,10,cold,1,simulated
22106,7,cold,1,simulated
22107,11,hot,0,simulated
22108,9,cold,1,simulated
22109,12,hot,0,simulated
22110,11,cold,1,simulated
22111,6,cold,1,simulated
22112,10,hot,0,simulated
22113,11,cold,1,simulated
22114,17,hot,0,simulated
22115,11,cold,1,simulated
22116,7,cold,1,simulated
22117,6,cold,1,simulated
22118,12,cold,1,simulated
22119,13,cold,1,simulated
22120,12,cold,1,simulated
22121,17,cold,1,simulated
22122,7,cold,1,simulated
22123,6,cold,1,simulated
22124,11,cold,1,simulated
22125,10,cold,1,simulated
22126,7,cold,1,simulated
22127,7,cold,1,simulated
22128,6,cold,1,simulated
22129,9,cold,1,simulated
22130,18,cold,1,simulated
22131,8,cold,1,simulated
22132,7,cold,1,simulated
22133,6,cold,1,simulated
22134,13,cold,1,simulated
22135,5,cold,1,simulated
22136,9,cold,1,simulated
22137,8,hot,0,simulated
22138,13,cold,1,simulated
22139,15,cold,1,simulated
22140,12,cold,1,simulated
22141,7,cold,1,simulated
22142,8,cold,1,simulated
22143,7,cold,1,simulated
22144,9,cold,1,simulated
22145,9,cold,1,simulated
22146,8,cold,1,simulated
22147,11,cold,1,simulated
22148,8,cold,1,simulated
22149,6,cold,1,simulated
22150,13,cold,1,simulated
22151,10,cold,1,simulated
22152,8,cold,1,simulated
22153,10,cold,1,simulated
22154,14,hot,0,simulated
22155,4,cold,1,simulated
22156,11,cold,1,simulated
22157,10,cold,1,simulated
22158,15,cold,1,simulated
22159,6,cold,1,simulated
22160,12,cold,1,simulated
22161,12,cold,1,simulated
22162,9,cold,1,simulated
22163,13,cold,1,simulated
22164,12,hot,0,simulated
22165,9,cold,1,simulated
22166,8,cold,1,simulated
22167,9,cold,1,simulated
22168,14,cold,1,simulated
22169,11,cold,1,simulated
22170,11,cold,1,simulated
22171,11,cold,1,simulated
22172,13,cold,1,simulated
22173,10,cold,1,simulated
22174,8,cold,1,simulated
22175,2,cold,1,simulated
22176,14,hot,0,simulated
22177,15,cold,1,simulated
22178,10,cold,1,simulated
22179,9,cold,1,simulated
22180,9,cold,1,simulated
22181,11,cold,1,simulated
22182,9,cold,1,simulated
22183,9,cold,1,simulated
22184,11,cold,1,simulated
22185,10,hot,0,simulated
22186,14,cold,1,simulated
22187,7,cold,1,simulated
22188,9,cold,1,simulated
22189,12,cold,1,simulated
22190,10,cold,1,simulated
22191,13,cold,1,simulated
22192,6,cold,1,simulated
22193,11,hot,0,simulated
22194,13,cold,1,simulated
22195,11,cold,1,simulated
22196,8,cold,1,simulated
22197,11,cold,1,simulated
22198,14,cold,1,simulated
22199,4,cold,1,simulated
22200,9,cold,1,simulated
22201,6,cold,1,simulated
22202,8,cold,1,simulated
22203,9,cold,1,simulated
22204,10,cold,1,simulated
22205,13,cold,1,simulated
22206,12,cold,1,simulated
22207,13,cold,1,simulated
22208,8,cold,1,simulated
22209,10,cold,1,simulated
22210,8,hot,0,simulated
22211,10,cold,1,simulated
22212,10,hot,0,simulated
22213,11,cold,1,simulated
22214,9,cold,1,simulated
22215,8,cold,1,simulated
22216,7,cold,1,simulated
22217,12,hot,0,simulated
22218,9,cold,1,simulated
22219,10,cold,1,simulated
22220,10,cold,1,simulated
22221,10,cold,1,simulated
22222,14,cold,1,simulated
22223,6,hot,0,simulated
22224,11,cold,1,simulated
22225,10,cold,1,simulated
22226,9,cold,1,simulated
22227,7,cold,1,simulated
22228,8,cold,1,simulated
22229,4,cold,1,simulated
22230,12,cold,1,simulated
22231,11,cold,1,simulated
22232,9,cold,1,simulated
22233,12,cold,1,simulated
22234,11,cold,1,simulated
22235,10,cold,1,simulated
22236,8,cold,1,simulated
22237,9,cold,1,simulated
22238,8,hot,0,simulated
22239,5,cold,1,simulated
22240,10,cold,1,simulated
22241,7,cold,1,simulated
22242,11,cold,1,simulated
22243,15,cold,1,simulated
22244,15,cold,1,simulated
22245,9,hot,0,simulated
22246,10,cold,1,simulated
22247,7,cold,1,simulated
22248,8,cold,1,simulated
22249,9,cold,1,simulated
22250,8,cold,1,simulated
22251,8,cold,1,simulated
22252,8,cold,1,simulated
22253,12,cold,1,simulated
22254,11,cold,1,simulated
22255,9,hot,0,simulated
22256,4,cold,1,simulated
22257,12,cold,1,simulated
22258,7,cold,1,simulated
22259,16,cold,1,simulated
22260,10,cold,1,simulated
22261,13,cold,1,simulated
22262,9,cold,1,simulated
22263,8,cold,1,simulated
22264,12,cold,1,simulated
22265,7,cold,1,simulated
22266,12,cold,1,simulated
22267,15,cold,1,simulated
22268,10,cold,1,simulated
22269,6,cold,1,simulated
22270,12,cold,1,simulated
22271,8,cold,1,simulated
22272,10,cold,1,simulated
22273,7,cold,1,simulated
22274,5,cold,1,simulated
22275,11,cold,1,simulated
22276,11,cold,1,simulated
22277,9,cold,1,simulated
22278,9,cold,1,simulated
22279,12,cold,1,simulated
22280,9,cold,1,simulated
22281,6,cold,1,simulated
22282,11,cold,1,simulated
22283,13,cold,1,simulated
22284,5,cold,1,simulated
22285,6,cold,1,simulated
22286,9,cold,1,simulated
22287,6,cold,1,simulated
22288,12,cold,1,simulated
22289,7,cold,1,simulated
22290,14,cold,1,simulated
22291,6,cold,1,simulated
22292,12,hot,0,simulated
22293,7,cold,1,simulated
22294,9,cold,1,simulated
22295,10,cold,1,simulated
22296,10,cold,1,simulated
22297,5,cold,1,simulated
22298,10,cold,1,simulated
22299,7,cold,1,simulated
22300,12,cold,1,simulated
